employee_id,years_experience,education_level,department,location,performance_rating,certifications,remote_status,annual_salary
EMP0464,21,phd,operations,mumbai,2,2,onsite,162577
EMP0465,9,bachelor,operations,pune,4,0,onsite,104866
EMP0466,11,high_school,sales,mumbai,2,3,onsite,113565
EMP0467,7,master,operations,bengaluru,,3,hybrid,111614
EMP0468,10,bachelor,operations,hyderabad,1,4,hybrid,112114
EMP0469,20,high_school,engineering,pune,2,2,onsite,143488
EMP0470,4,bachelor,engineering,bengaluru,1,4,remote,110381
EMP0471,19,bachelor,engineering,hyderabad,2,4,hybrid,152963
EMP0472,12,,product,bengaluru,1,4,hybrid,150505
EMP0473,15,bachelor,engineering,pune,3,2,onsite,141462
EMP0474,21,phd,sales,hyderabad,1,4,hybrid,165145
EMP0475,4,high_school,engineering,delhi,5,3,remote,114749
EMP0476,7,bachelor,sales,delhi,2,4,hybrid,106834
EMP0477,0,master,product,hyderabad,4,3,remote,108499
EMP0478,2,master,operations,mumbai,4,3,hybrid,104862
EMP0479,9,phd,product,mumbai,5,4,hybrid,148255
EMP0480,6,bachelor,finance,bengaluru,2,0,onsite,101782
EMP0481,15,bachelor,product,delhi,4,2,hybrid,136888
EMP0482,22,phd,product,mumbai,1,4,onsite,177856
EMP0483,19,phd,operations,bengaluru,1,1,onsite,150289
EMP0484,3,high_school,product,pune,3,4,remote,96848
EMP0485,3,bachelor,finance,hyderabad,5,0,onsite,91588
EMP0486,11,phd,finance,hyderabad,3,2,onsite,132694
EMP0487,9,bachelor,sales,bengaluru,4,4,remote,124111
EMP0488,3,phd,engineering,hyderabad,2,0,remote,117136
EMP0489,7,high_school,product,pune,4,3,hybrid,108356
EMP0490,5,master,engineering,hyderabad,3,0,remote,122767
EMP0491,11,phd,product,bengaluru,2,1,hybrid,146033
EMP0492,17,high_school,engineering,hyderabad,3,0,onsite,138225
EMP0493,6,high_school,engineering,delhi,1,4,onsite,103692
EMP0494,16,master,finance,pune,3,1,hybrid,136802
EMP0495,20,bachelor,product,mumbai,1,1,remote,150019
EMP0496,16,high_school,product,bengaluru,4,0,remote,140339
EMP0497,10,phd,operations,mumbai,1,2,remote,129319
EMP0498,22,phd,engineering,hyderabad,2,2,remote,181669
EMP0499,11,high_school,product,delhi,2,4,onsite,115952
EMP0500,19,high_school,operations,mumbai,5,3,remote,146531
EMP0501,10,bachelor,,delhi,4,4,hybrid,121964
EMP0502,24,phd,engineering,hyderabad,1,3,onsite,189657
EMP0503,15,phd,engineering,pune,1,2,onsite,154693
EMP0504,19,phd,product,bengaluru,1,1,onsite,161218
EMP0505,19,phd,operations,delhi,5,1,hybrid,159558
EMP0506,10,phd,operations,mumbai,3,2,onsite,137379
EMP0507,16,phd,product,mumbai,1,1,remote,161581
EMP0508,15,,product,hyderabad,4,0,onsite,122056
EMP0509,15,master,product,delhi,,1,remote,146728
EMP0510,12,high_school,finance,pune,3,2,onsite,106186
EMP0511,20,phd,engineering,pune,2,4,hybrid,181027
EMP0512,10,phd,finance,mumbai,5,2,hybrid,145503
EMP0513,4,phd,operations,pune,1,4,hybrid,109493
EMP0514,6,high_school,,mumbai,3,1,hybrid,101854
EMP0515,17,master,engineering,bengaluru,2,3,remote,166633
EMP0516,2,phd,sales,pune,5,0,remote,117169
EMP0517,1,phd,operations,pune,2,4,onsite,105547
EMP0518,0,master,operations,delhi,4,3,remote,91805
EMP0519,20,master,product,hyderabad,1,2,hybrid,161779
EMP0520,5,phd,sales,bengaluru,3,4,hybrid,125284
EMP0521,0,bachelor,operations,delhi,4,0,hybrid,80721
EMP0522,10,master,engineering,pune,4,4,hybrid,144044
EMP0523,24,master,product,hyderabad,2,4,onsite,171645
EMP0524,9,high_school,product,delhi,1,3,remote,113993
EMP0525,11,master,operations,pune,5,4,hybrid,131629
EMP0526,15,bachelor,engineering,delhi,2,0,onsite,135575
EMP0527,18,bachelor,operations,mumbai,1,0,onsite,132772
EMP0528,12,master,operations,delhi,1,2,hybrid,121604
EMP0529,6,bachelor,product,pune,1,1,remote,107776
EMP0530,16,master,finance,bengaluru,2,1,remote,139957
EMP0531,19,bachelor,finance,mumbai,4,4,hybrid,153248
EMP0532,18,phd,engineering,bengaluru,2,2,remote,176308
EMP0533,8,high_school,product,mumbai,4,4,remote,122443
EMP0534,1,bachelor,sales,mumbai,5,0,remote,96788
EMP0535,18,phd,operations,hyderabad,,4,onsite,166127
EMP0536,14,master,product,mumbai,4,1,remote,149776
EMP0537,0,master,,bengaluru,5,4,onsite,99416
EMP0538,16,phd,finance,mumbai,2,4,remote,163659
EMP0539,13,master,sales,pune,1,0,remote,127754
EMP0540,0,master,engineering,pune,5,0,onsite,108280
EMP0541,9,high_school,product,pune,4,3,onsite,114077
EMP0542,3,phd,product,bengaluru,1,1,hybrid,117775
EMP0543,16,bachelor,product,mumbai,4,4,hybrid,154116
EMP0544,11,phd,sales,mumbai,5,4,hybrid,151319
EMP0545,21,master,sales,pune,1,4,remote,154236
EMP0546,23,high_school,sales,bengaluru,5,4,remote,161692
EMP0547,24,phd,engineering,delhi,2,4,remote,199979
EMP0548,23,phd,engineering,hyderabad,3,3,onsite,189110
EMP0549,0,high_school,sales,mumbai,5,4,remote,88005
EMP0550,21,high_school,sales,hyderabad,5,2,remote,151641
EMP0551,12,phd,sales,hyderabad,1,2,remote,143347
EMP0552,20,high_school,operations,delhi,3,0,onsite,129224
EMP0553,8,phd,operations,pune,2,1,remote,119804
EMP0554,14,high_school,operations,mumbai,2,4,hybrid,121823
EMP0555,15,master,engineering,bengaluru,4,3,hybrid,158187
EMP0556,7,master,finance,bengaluru,2,3,remote,121615
EMP0557,20,high_school,engineering,delhi,2,0,onsite,145991
EMP0558,24,phd,sales,bengaluru,1,1,hybrid,174221
EMP0559,23,master,engineering,pune,1,0,onsite,165366
EMP0560,8,master,engineering,delhi,5,4,onsite,138546
EMP0561,12,master,engineering,bengaluru,5,1,remote,154922
EMP0562,16,phd,operations,hyderabad,1,4,remote,145216
EMP0563,24,phd,engineering,bengaluru,5,3,onsite,195550
EMP0564,16,bachelor,operations,mumbai,,3,remote,145629
EMP0565,3,high_school,engineering,pune,3,4,hybrid,98711
EMP0566,3,bachelor,sales,mumbai,4,2,remote,105565
EMP0567,2,bachelor,product,mumbai,2,2,hybrid,103288
EMP0568,1,phd,sales,bengaluru,2,1,hybrid,112915
EMP0569,17,master,finance,bengaluru,4,2,remote,156515
EMP0570,21,bachelor,engineering,bengaluru,1,2,hybrid,163222
EMP0571,1,bachelor,sales,mumbai,5,2,onsite,96551
EMP0572,11,high_school,engineering,bengaluru,4,3,hybrid,130727
EMP0573,18,bachelor,engineering,bengaluru,5,1,onsite,154503
EMP0574,1,high_school,sales,pune,1,3,hybrid,74548
EMP0575,3,master,sales,pune,2,4,remote,109052
EMP0576,15,phd,operations,delhi,5,0,hybrid,150080
EMP0577,23,phd,engineering,pune,2,1,hybrid,182139
EMP0578,10,phd,engineering,bengaluru,3,0,remote,148907
EMP0579,21,high_school,operations,mumbai,1,1,hybrid,140195
EMP0580,6,phd,engineering,mumbai,3,4,hybrid,149484
EMP0581,14,bachelor,product,pune,1,3,hybrid,125539
EMP0582,24,high_school,operations,mumbai,4,3,remote,155398
EMP0583,6,master,engineering,pune,2,2,remote,123203
EMP0584,5,master,finance,bengaluru,2,0,hybrid,102971
EMP0585,22,master,operations,delhi,5,3,hybrid,160922
EMP0586,4,high_school,sales,hyderabad,,1,hybrid,91795
EMP0587,1,bachelor,finance,hyderabad,5,3,hybrid,93255
EMP0588,9,high_school,finance,mumbai,5,0,remote,106846
EMP0589,10,master,operations,bengaluru,1,1,hybrid,113029
EMP0590,22,phd,finance,mumbai,5,2,hybrid,186064
EMP0591,9,high_school,engineering,delhi,4,3,hybrid,122797
EMP0592,5,phd,engineering,hyderabad,1,3,hybrid,124490
EMP0593,14,phd,engineering,delhi,3,1,remote,157121
EMP0594,10,master,engineering,pune,4,0,remote,136337
EMP0595,10,bachelor,operations,hyderabad,2,2,remote,113540
EMP0596,19,phd,product,delhi,1,3,remote,167536
EMP0597,21,master,operations,hyderabad,,3,remote,164139
EMP0598,6,bachelor,,mumbai,4,2,onsite,104290
EMP0599,0,bachelor,finance,bengaluru,4,2,hybrid,88230
EMP0600,2,high_school,operations,delhi,3,1,remote,82825
EMP0601,8,bachelor,engineering,bengaluru,,3,remote,126815
EMP0602,8,bachelor,finance,bengaluru,1,2,hybrid,106713
EMP0603,17,phd,operations,mumbai,5,4,remote,167786
EMP0604,8,master,sales,bengaluru,4,4,remote,129880
EMP0605,0,master,product,pune,2,1,hybrid,97046
EMP0606,24,bachelor,operations,pune,5,4,remote,160330
EMP0607,9,master,operations,hyderabad,5,4,hybrid,127496
EMP0608,9,master,finance,mumbai,4,2,hybrid,132291
EMP0609,11,master,operations,bengaluru,4,1,hybrid,128709
EMP0610,18,master,sales,pune,3,2,remote,154846
EMP0611,6,bachelor,product,pune,2,2,remote,111976
EMP0612,13,phd,finance,delhi,2,2,hybrid,147460
EMP0613,18,master,operations,bengaluru,5,2,remote,150310
EMP0614,23,phd,engineering,hyderabad,3,2,remote,190979
EMP0615,11,phd,sales,mumbai,3,2,hybrid,140765
EMP0616,7,high_school,engineering,hyderabad,5,4,remote,116495
EMP0617,17,high_school,product,hyderabad,2,0,remote,129177
EMP0618,22,master,engineering,bengaluru,3,1,remote,180655
EMP0619,24,master,product,mumbai,1,1,hybrid,177181
EMP0620,1,master,sales,pune,4,4,hybrid,106092
EMP0621,9,phd,finance,pune,2,2,hybrid,125471
EMP0622,7,master,operations,bengaluru,3,1,hybrid,108332
EMP0623,21,phd,sales,bengaluru,4,1,hybrid,179791
EMP0624,13,high_school,operations,pune,3,0,hybrid,104922
EMP0625,17,master,finance,hyderabad,2,4,remote,150521
EMP0626,23,bachelor,operations,delhi,4,3,onsite,157920
EMP0627,1,high_school,engineering,pune,2,2,remote,87631
EMP0628,7,phd,finance,mumbai,4,2,hybrid,128625
EMP0629,1,bachelor,finance,delhi,2,4,remote,92876
EMP0630,18,high_school,sales,hyderabad,3,2,hybrid,131667
EMP0631,5,high_school,finance,hyderabad,4,4,remote,97838
EMP0632,5,master,sales,pune,4,3,remote,114556
EMP0633,17,phd,,pune,3,2,remote,159458
EMP0634,11,phd,product,pune,1,4,hybrid,140181
EMP0635,0,phd,product,bengaluru,3,3,onsite,118005
EMP0636,14,,finance,bengaluru,1,0,remote,129074
EMP0637,15,bachelor,engineering,hyderabad,1,0,hybrid,134027
EMP0638,14,master,engineering,hyderabad,4,1,remote,149255
EMP0639,10,master,product,hyderabad,5,4,onsite,134642
EMP0640,10,bachelor,engineering,pune,4,2,hybrid,131216
EMP0641,6,high_school,sales,delhi,3,2,onsite,92133
EMP0642,10,phd,product,mumbai,3,3,remote,148061
EMP0643,17,high_school,sales,hyderabad,4,1,remote,129250
EMP0644,4,master,sales,bengaluru,2,1,onsite,103565
EMP0645,3,,engineering,mumbai,1,3,remote,104158
EMP0646,11,bachelor,operations,mumbai,3,4,onsite,119093
EMP0647,17,bachelor,product,hyderabad,1,2,onsite,137085
EMP0648,20,master,engineering,mumbai,4,2,onsite,169421
EMP0649,21,master,finance,hyderabad,1,3,hybrid,157252
EMP0650,8,high_school,product,delhi,1,2,onsite,99608
EMP0651,7,high_school,sales,delhi,5,2,hybrid,104025
EMP0652,5,high_school,product,hyderabad,4,0,hybrid,94119
EMP0653,21,master,engineering,mumbai,4,1,remote,178729
EMP0654,24,bachelor,product,pune,5,2,hybrid,173161
EMP0655,1,high_school,finance,mumbai,2,2,onsite,81907
EMP0656,20,master,finance,hyderabad,3,0,onsite,144681
EMP0657,18,master,finance,hyderabad,2,4,onsite,150649
EMP0658,21,bachelor,product,bengaluru,4,1,remote,164769
EMP0659,13,phd,sales,delhi,1,3,onsite,142667
EMP0660,10,high_school,sales,pune,3,3,onsite,108252
EMP0661,20,bachelor,sales,pune,4,0,remote,146453
EMP0662,8,high_school,sales,delhi,4,3,onsite,111808
EMP0663,22,phd,operations,hyderabad,4,4,onsite,171728
EMP0664,18,bachelor,sales,hyderabad,4,4,remote,145912
EMP0665,22,phd,finance,delhi,3,0,onsite,173668
EMP0666,17,bachelor,engineering,bengaluru,3,2,remote,156284
EMP0667,19,master,sales,bengaluru,5,4,onsite,160484
EMP0668,13,bachelor,sales,bengaluru,4,4,hybrid,136201
EMP0669,23,master,product,mumbai,2,0,onsite,171748
EMP0670,8,bachelor,finance,bengaluru,5,1,remote,118460
EMP0671,4,bachelor,sales,hyderabad,4,2,hybrid,102413
EMP0672,15,,sales,delhi,1,1,remote,138572
EMP0673,22,high_school,product,delhi,2,3,remote,149779
EMP0674,16,phd,product,mumbai,3,2,hybrid,163610
EMP0675,10,bachelor,,delhi,1,2,onsite,122478
EMP0676,14,phd,engineering,delhi,3,4,remote,166179
EMP0677,21,bachelor,operations,pune,1,3,hybrid,136306
EMP0678,15,master,engineering,bengaluru,2,1,remote,151253
EMP0679,1,master,finance,bengaluru,5,2,onsite,104546
EMP0680,3,high_school,,pune,4,4,onsite,86834
EMP0681,20,bachelor,operations,bengaluru,4,1,onsite,146010
EMP0682,6,bachelor,engineering,pune,4,3,remote,116464
EMP0683,2,master,operations,delhi,5,0,onsite,94779
EMP0684,4,master,finance,pune,2,0,remote,103847
EMP0685,0,master,finance,delhi,2,3,remote,91696
EMP0686,15,phd,finance,mumbai,4,3,onsite,158391
EMP0687,17,high_school,product,bengaluru,3,2,remote,136935
EMP0688,19,phd,sales,bengaluru,4,3,remote,173365
EMP0689,11,phd,,pune,5,0,onsite,142913
EMP0690,10,phd,finance,delhi,1,1,onsite,131095
EMP0691,3,phd,engineering,delhi,4,4,onsite,136621
EMP0692,5,high_school,engineering,mumbai,5,1,remote,112525
EMP0693,18,master,sales,mumbai,3,4,remote,156585
EMP0694,0,master,sales,mumbai,3,4,onsite,98431
EMP0695,13,master,operations,hyderabad,2,0,onsite,116949
EMP0696,15,master,finance,mumbai,2,1,remote,141153
EMP0697,6,bachelor,operations,delhi,1,2,remote,96448
EMP0698,14,phd,product,delhi,4,2,hybrid,153083
EMP0699,21,phd,finance,pune,5,2,remote,175431
EMP0700,23,phd,finance,delhi,3,2,onsite,178212
EMP0701,10,bachelor,sales,hyderabad,5,3,hybrid,125492
EMP0702,11,master,product,hyderabad,4,2,remote,135591
EMP0703,10,master,sales,mumbai,4,2,remote,138566
EMP0704,2,phd,product,mumbai,1,0,hybrid,110135
EMP0705,18,master,,delhi,3,1,hybrid,159596
EMP0706,5,master,operations,hyderabad,3,1,onsite,97456
EMP0707,6,phd,engineering,pune,3,4,onsite,139049
EMP0708,1,high_school,product,mumbai,4,3,hybrid,99240
EMP0709,11,high_school,sales,bengaluru,1,4,hybrid,116857
EMP0710,23,bachelor,sales,pune,3,2,remote,157083
EMP0711,2,bachelor,engineering,mumbai,2,0,remote,108459
EMP0712,6,bachelor,finance,bengaluru,1,4,hybrid,102870
EMP0713,9,high_school,operations,mumbai,2,2,onsite,99896
EMP0714,13,master,operations,pune,2,4,onsite,129837
EMP0715,14,master,operations,mumbai,2,0,onsite,129766
EMP0716,16,high_school,product,bengaluru,4,1,hybrid,136254
EMP0717,1,master,sales,mumbai,,0,onsite,100545
EMP0718,15,phd,product,bengaluru,1,3,hybrid,153772
EMP0719,4,high_school,sales,mumbai,5,3,onsite,100697
EMP0720,8,phd,engineering,hyderabad,1,2,hybrid,136627
EMP0721,8,phd,product,pune,3,1,hybrid,136504
EMP0722,9,high_school,operations,mumbai,5,4,hybrid,112816
EMP0723,18,high_school,sales,mumbai,2,4,hybrid,140401
EMP0724,19,phd,finance,hyderabad,5,3,remote,169612
EMP0725,24,master,engineering,bengaluru,2,3,hybrid,178764
EMP0726,3,master,product,pune,5,2,remote,113061
EMP0727,1,bachelor,finance,mumbai,5,4,hybrid,99578
EMP0728,12,high_school,engineering,delhi,,2,onsite,126596
EMP0729,10,high_school,product,delhi,2,2,onsite,112984
EMP0730,19,bachelor,finance,mumbai,3,2,hybrid,147248
EMP0731,4,high_school,finance,hyderabad,4,4,hybrid,97885
EMP0732,1,high_school,finance,mumbai,2,0,hybrid,77311
EMP0733,10,master,finance,bengaluru,1,2,remote,123223
EMP0734,4,high_school,finance,bengaluru,5,1,remote,99098
EMP0735,21,bachelor,,bengaluru,4,4,remote,157887
EMP0736,2,high_school,sales,delhi,2,4,hybrid,87535
EMP0737,20,phd,operations,delhi,4,0,remote,165216
EMP0738,11,phd,finance,pune,3,3,remote,139970
EMP0739,17,high_school,engineering,mumbai,3,2,hybrid,147585
EMP0740,24,master,product,hyderabad,3,3,remote,175544
EMP0741,3,bachelor,product,pune,3,1,onsite,93296
EMP0742,1,bachelor,product,hyderabad,4,4,onsite,98309
EMP0743,14,phd,engineering,mumbai,5,3,onsite,174769
EMP0744,0,high_school,sales,mumbai,5,1,onsite,89426
EMP0745,11,bachelor,product,pune,5,4,hybrid,134136
EMP0746,1,phd,sales,pune,4,4,hybrid,117450
EMP0747,0,bachelor,product,hyderabad,5,1,onsite,88742
EMP0748,22,high_school,finance,mumbai,,0,onsite,136873
EMP0749,3,bachelor,sales,hyderabad,2,1,onsite,89031
EMP0750,6,high_school,product,mumbai,3,0,onsite,106157
EMP0751,22,master,finance,delhi,3,0,hybrid,157243
EMP0752,16,high_school,engineering,mumbai,3,2,remote,143674
EMP0753,13,master,product,delhi,5,0,remote,140894
EMP0754,2,master,engineering,pune,2,3,remote,112755
EMP0755,22,,product,hyderabad,4,3,onsite,167744
EMP0756,4,high_school,product,mumbai,4,3,remote,101333
EMP0757,3,phd,operations,mumbai,2,4,hybrid,114367
EMP0758,9,phd,operations,pune,3,3,hybrid,125129
EMP0759,18,phd,engineering,pune,,0,onsite,161827
EMP0760,20,high_school,operations,pune,2,0,remote,126415
EMP0761,4,phd,product,mumbai,2,1,onsite,124943
EMP0762,22,master,,bengaluru,5,0,remote,183954
EMP0763,24,phd,finance,hyderabad,5,1,hybrid,178716
EMP0764,16,bachelor,,hyderabad,4,0,onsite,133060
EMP0765,12,master,,mumbai,2,1,remote,136086
EMP0766,8,master,sales,hyderabad,3,0,onsite,113538
EMP0767,3,high_school,finance,bengaluru,1,4,onsite,91593
EMP0768,3,bachelor,engineering,bengaluru,1,3,onsite,109659
EMP0769,2,master,sales,hyderabad,2,4,onsite,96351
EMP0770,5,phd,engineering,delhi,1,1,hybrid,126629
EMP0771,19,bachelor,finance,mumbai,4,0,onsite,146039
EMP0772,14,phd,finance,mumbai,3,1,hybrid,155740
EMP0773,11,high_school,sales,pune,4,0,onsite,105989
EMP0774,4,high_school,product,bengaluru,1,2,hybrid,91164
EMP0775,19,high_school,engineering,mumbai,1,4,hybrid,154553
EMP0776,22,bachelor,sales,mumbai,2,1,remote,160653
EMP0777,8,high_school,engineering,hyderabad,5,1,hybrid,119938
EMP0778,20,master,sales,delhi,1,0,onsite,145731
EMP0779,21,phd,operations,bengaluru,3,1,remote,169791
EMP0780,15,,finance,pune,1,0,remote,136193
EMP0781,10,master,engineering,pune,2,4,onsite,133491
EMP0782,16,bachelor,sales,mumbai,2,3,onsite,142606
EMP0783,4,phd,operations,hyderabad,3,2,hybrid,110259
EMP0784,2,high_school,finance,delhi,1,1,remote,82374
EMP0785,3,bachelor,operations,delhi,5,0,hybrid,95534
EMP0786,14,master,operations,bengaluru,1,3,remote,131143
EMP0787,19,high_school,operations,bengaluru,4,3,remote,135719
EMP0788,7,master,product,mumbai,1,0,hybrid,118468
EMP0789,9,master,operations,pune,1,0,onsite,109549
EMP0790,18,high_school,product,bengaluru,5,1,onsite,142870
EMP0791,6,bachelor,product,pune,1,3,onsite,106236
EMP0792,14,phd,finance,pune,1,1,remote,145340
EMP0793,17,high_school,operations,bengaluru,,1,remote,126472
EMP0794,19,master,sales,hyderabad,4,3,remote,159282
EMP0795,12,master,engineering,pune,1,0,onsite,134526
EMP0796,20,phd,finance,delhi,1,4,hybrid,163375
EMP0797,0,bachelor,product,delhi,5,2,remote,102610
EMP0798,18,bachelor,sales,hyderabad,4,2,remote,149275
EMP0799,15,master,engineering,mumbai,2,4,hybrid,162935
EMP0800,21,master,operations,bengaluru,1,0,onsite,146852
EMP0801,3,phd,product,hyderabad,5,2,hybrid,128594
EMP0802,1,master,product,bengaluru,3,0,onsite,97716
EMP0803,9,high_school,finance,mumbai,3,1,hybrid,104896
EMP0804,0,high_school,sales,delhi,2,4,hybrid,76036
EMP0805,15,phd,finance,bengaluru,3,3,onsite,155283
EMP0806,16,high_school,engineering,delhi,5,2,remote,145190
EMP0807,7,phd,product,mumbai,3,1,hybrid,140818
EMP0808,1,bachelor,operations,hyderabad,1,3,remote,82759
EMP0809,12,master,product,mumbai,4,3,onsite,144990
EMP0810,21,master,finance,pune,5,1,remote,161115
EMP0811,19,high_school,product,hyderabad,5,3,hybrid,152332
EMP0812,22,bachelor,sales,delhi,4,1,hybrid,159661
EMP0813,5,bachelor,sales,pune,5,2,remote,106742
EMP0814,19,phd,engineering,delhi,3,0,hybrid,171386
EMP0815,4,bachelor,product,delhi,1,3,hybrid,99159
EMP0816,4,master,operations,bengaluru,4,1,remote,105647
EMP0817,22,phd,product,delhi,2,2,hybrid,176860
EMP0818,6,master,product,bengaluru,4,0,hybrid,119514
EMP0819,7,bachelor,operations,hyderabad,1,2,onsite,97825
EMP0820,3,phd,product,hyderabad,1,0,remote,112253
EMP0821,7,master,operations,hyderabad,5,3,onsite,116049
EMP0822,13,master,,pune,1,4,remote,131529
EMP0823,18,master,finance,hyderabad,2,4,hybrid,147577
EMP0824,15,bachelor,finance,hyderabad,4,0,remote,129655
EMP0825,9,phd,operations,bengaluru,4,0,hybrid,128802
EMP0826,7,bachelor,finance,mumbai,3,0,onsite,103119
EMP0827,3,high_school,finance,pune,1,4,remote,79747
EMP0828,3,high_school,operations,pune,5,1,remote,84133
EMP0829,12,bachelor,finance,bengaluru,2,3,hybrid,121701
EMP0830,0,high_school,product,mumbai,4,3,onsite,96079
EMP0831,19,high_school,product,bengaluru,5,1,remote,145391
EMP0832,5,phd,finance,bengaluru,3,0,onsite,121512
EMP0833,9,phd,sales,mumbai,5,0,remote,142819
EMP0834,23,phd,product,delhi,4,3,onsite,185820
EMP0835,20,phd,finance,mumbai,3,3,onsite,175871
EMP0836,12,,finance,delhi,1,1,onsite,111194
EMP0837,7,phd,operations,pune,2,4,remote,126406
EMP0838,5,phd,operations,mumbai,3,0,onsite,115631
EMP0839,5,bachelor,operations,hyderabad,3,3,hybrid,98500
EMP0840,10,master,product,pune,4,4,hybrid,139906
EMP0841,19,bachelor,product,hyderabad,5,0,remote,155762
EMP0842,8,bachelor,product,pune,5,4,hybrid,119442
EMP0843,12,high_school,finance,hyderabad,2,0,hybrid,106212
EMP0844,8,bachelor,engineering,pune,2,3,remote,119478
EMP0845,17,bachelor,product,mumbai,3,2,onsite,147183
EMP0846,8,bachelor,product,mumbai,2,0,hybrid,113670
EMP0847,23,high_school,engineering,bengaluru,3,4,hybrid,166988
EMP0848,16,phd,engineering,hyderabad,1,4,onsite,167371
EMP0849,8,master,product,bengaluru,4,2,hybrid,127586
EMP0850,8,phd,finance,hyderabad,1,1,remote,118512
EMP0851,20,bachelor,sales,pune,2,3,remote,146493
EMP0852,13,phd,engineering,hyderabad,5,3,remote,168777
EMP0853,4,high_school,product,mumbai,5,4,onsite,109186
EMP0854,10,master,finance,delhi,2,1,remote,124254
EMP0855,15,bachelor,sales,bengaluru,2,2,onsite,128156
EMP0856,10,phd,sales,delhi,5,2,hybrid,141802
EMP0857,22,master,operations,bengaluru,2,2,remote,161542
EMP0858,8,master,operations,delhi,3,1,hybrid,113561
EMP0859,13,phd,product,hyderabad,3,0,remote,148843
EMP0860,18,phd,engineering,bengaluru,3,4,hybrid,180962
EMP0861,11,master,finance,hyderabad,3,2,remote,130349
EMP0862,13,bachelor,product,delhi,5,3,hybrid,140525
EMP0863,20,bachelor,finance,bengaluru,3,0,onsite,140375
EMP0864,8,phd,operations,mumbai,5,0,remote,134296
EMP0865,24,phd,engineering,bengaluru,2,1,onsite,191882
EMP0866,15,phd,product,pune,1,1,hybrid,150137
EMP0867,3,high_school,finance,pune,5,4,hybrid,90712
EMP0868,2,master,operations,hyderabad,1,4,onsite,88134
EMP0869,16,high_school,operations,hyderabad,2,3,onsite,114669
EMP0870,24,high_school,engineering,hyderabad,3,2,onsite,161042
EMP0871,23,high_school,product,delhi,3,1,hybrid,152771
EMP0872,12,bachelor,sales,mumbai,2,4,remote,131316
EMP0873,4,master,operations,hyderabad,3,0,hybrid,99305
EMP0874,11,phd,product,hyderabad,5,1,hybrid,142660
EMP0875,22,high_school,engineering,hyderabad,2,4,hybrid,158911
EMP0876,0,master,engineering,bengaluru,4,1,hybrid,112503
EMP0877,3,bachelor,operations,pune,5,2,onsite,88995
EMP0878,23,high_school,finance,delhi,,3,onsite,151536
EMP0879,10,master,sales,hyderabad,4,3,onsite,130325
EMP0880,11,phd,product,hyderabad,2,1,hybrid,140581
EMP0881,18,high_school,finance,bengaluru,3,1,remote,135009
EMP0882,10,master,operations,bengaluru,1,4,onsite,117985
EMP0883,13,phd,engineering,delhi,4,1,hybrid,156087
EMP0884,9,bachelor,finance,bengaluru,4,1,onsite,112188
EMP0885,15,high_school,sales,bengaluru,3,3,onsite,125460
EMP0886,10,phd,finance,bengaluru,,1,hybrid,133901
EMP0887,19,master,sales,bengaluru,1,1,onsite,149706
EMP0888,4,high_school,finance,hyderabad,2,3,remote,84981
EMP0889,3,master,engineering,hyderabad,5,3,remote,117384
EMP0890,23,bachelor,sales,pune,1,4,remote,153306
EMP0891,8,high_school,product,hyderabad,1,1,remote,103011
EMP0892,2,high_school,engineering,hyderabad,3,3,onsite,98749
EMP0893,9,bachelor,finance,delhi,3,1,remote,108626
EMP0894,15,high_school,operations,hyderabad,3,3,hybrid,122496
EMP0895,22,bachelor,product,pune,1,2,onsite,147129
EMP0896,11,phd,finance,bengaluru,3,3,onsite,145216
EMP0897,22,master,finance,delhi,1,2,hybrid,154521
EMP0898,5,high_school,product,bengaluru,3,4,onsite,109168
EMP0899,1,master,operations,mumbai,4,0,hybrid,95195
EMP0900,22,,operations,bengaluru,2,4,remote,169331
EMP0901,10,bachelor,finance,pune,5,1,hybrid,111262
EMP0902,8,master,product,hyderabad,3,4,onsite,129779
EMP0903,7,master,sales,mumbai,5,4,remote,126630
EMP0904,16,high_school,engineering,pune,2,4,hybrid,142864
EMP0905,0,phd,,pune,2,0,remote,115652
EMP0906,14,master,engineering,mumbai,2,0,remote,154321
EMP0907,24,phd,operations,hyderabad,2,1,remote,167840
EMP0908,8,master,engineering,pune,5,2,onsite,130250
EMP0909,19,master,sales,hyderabad,1,4,hybrid,151637
EMP0910,0,master,product,mumbai,3,2,remote,109971
EMP0911,12,master,sales,hyderabad,4,1,hybrid,131277
EMP0912,19,master,sales,mumbai,1,4,hybrid,156666
EMP0913,5,phd,sales,delhi,4,3,onsite,126906
EMP0914,19,master,sales,hyderabad,1,4,hybrid,150488
EMP0915,3,master,product,delhi,4,0,onsite,111100
EMP0916,10,master,sales,delhi,2,2,hybrid,128791
EMP0917,22,phd,product,hyderabad,3,4,remote,182952
EMP0918,21,high_school,sales,hyderabad,5,2,remote,145133
EMP0919,11,master,product,mumbai,1,3,onsite,135395
EMP0920,19,high_school,engineering,mumbai,3,4,hybrid,153144
EMP0921,9,bachelor,product,mumbai,3,2,hybrid,126801
EMP0922,4,phd,product,hyderabad,1,4,remote,126261
EMP0923,10,master,engineering,bengaluru,5,2,remote,148375
EMP0924,5,phd,finance,delhi,4,3,onsite,123936
EMP0925,19,,sales,mumbai,5,2,hybrid,173982
EMP0926,7,bachelor,engineering,bengaluru,1,1,onsite,117479
