worker_id,platform,location,daily_earnings,weekly_earnings,monthly_earnings,working_hours,completed_orders,platform_rating,fuel_expenses,maintenance_cost,business_expenses,upi_transactions,cash_transactions,monthly_expenses,savings,average_bank_balance,loan_history,repayment_history,years_of_experience,days_active,weekend_income,festival_income,family_size,dependents,repayment_capability_score,risk_level,eligible_loan_amount,recommended_daily_repayment,default_probability
GIG-102840,Zepto,Mumbai,639.5257713875512,4140.62,17804.67,43.7,393,4.56,2594.89,2106.07,4700.96,105,22,11771.71,3862.18,12618.49,0,1.0,3.9,1175,1891.84,4608.22,5,3,69.6,MEDIUM,32000.0,199.11,0.1132
GIG-102841,Zomato,Kolkata,1225.627287614276,7665.38,32961.13,41.5,378,4.5,9564.61,2035.2,11599.810000000001,121,22,27711.57,3331.76,7652.5,2,0.77,6.9,1460,3463.77,6987.25,6,4,59.8,HIGH,40000.0,248.89,0.263
GIG-102842,Uber,Kolkata,1469.3288988579288,8635.39,37132.18,38.1,446,4.81,7807.7,2603.11,10410.81,100,22,25064.25,7903.93,18394.8,1,0.98,6.9,1460,3568.76,7659.14,5,3,85.0,LOW,89000.0,553.78,0.011
GIG-102843,Uber,Delhi NCR,1347.0108830594156,8416.29,36190.05,59.4,722,4.87,4617.83,2645.26,7263.09,133,24,24549.0,7487.08,12158.24,2,0.76,2.1,628,3858.94,10368.99,2,1,70.8,MEDIUM,65000.0,404.44,0.0879
GIG-102844,Blinkit,Pune,1548.2731949396398,9635.43,41432.35,45.4,537,4.67,8241.18,2676.78,10917.960000000001,129,22,35628.04,3100.04,6735.32,0,1.0,7.0,1460,3811.13,4484.31,4,2,73.6,MEDIUM,75000.0,466.67,0.1336
GIG-102845,Zepto,Mumbai,920.4346056786972,6039.81,25971.18,42.6,467,4.17,8215.49,1061.82,9277.31,113,26,21639.58,3325.57,11695.37,0,1.0,1.5,435,2405.59,3336.36,4,3,62.6,MEDIUM,47000.0,292.44,0.0639
GIG-102846,Swiggy,Mumbai,1168.4624667458784,6859.05,29493.92,47.1,377,4.55,8021.04,3077.06,11098.1,128,27,28130.769999999997,881.03,3221.48,3,0.97,2.8,824,2820.67,4685.47,6,4,63.0,MEDIUM,53000.0,329.78,0.0762
GIG-102847,Zomato,Mumbai,1024.873752843329,6552.04,28173.77,52.7,673,4.19,8210.36,2231.19,10441.550000000001,134,17,25163.29,2415.55,4352.57,0,1.0,2.1,655,3084.75,2965.42,2,1,62.2,MEDIUM,51000.0,317.33,0.1328
GIG-102848,Zomato,Delhi NCR,1378.5506547855423,9357.47,40237.12,34.9,302,4.76,11284.4,4757.09,16041.49,146,20,30846.18,5049.04,13237.5,2,0.9,2.8,813,3502.88,5540.51,3,2,73.3,MEDIUM,72000.0,448.0,0.0672
GIG-102849,Porter,Bengaluru,1274.3983494447177,7821.1,33630.73,43.5,588,4.71,5357.97,3019.03,8377.0,64,14,24916.04,5224.96,20678.4,0,1.0,7.5,1460,3478.56,5233.86,5,4,76.3,LOW,81000.0,504.0,0.0164
GIG-102850,Blinkit,Pune,687.4196922932163,4663.22,20051.85,49.0,526,4.94,3887.61,1441.14,5328.75,43,24,15511.58,3917.83,8761.46,0,1.0,7.2,1460,1668.96,3535.98,5,4,71.4,MEDIUM,36000.0,224.0,0.0658
GIG-102851,Urban Company,Bengaluru,400.0,2518.02,10827.49,38.1,403,4.27,1376.46,989.94,2366.4,107,25,8383.36,1933.23,5168.02,1,0.79,6.6,1460,1044.06,1596.57,6,4,60.0,MEDIUM,19000.0,118.22,0.1067
GIG-102852,Porter,Delhi NCR,653.5069652659796,4026.95,17315.88,59.7,584,4.14,4613.22,988.88,5602.1,93,42,14928.880000000001,1832.73,5073.78,3,0.97,1.9,582,1701.67,1979.83,3,2,62.5,MEDIUM,31000.0,192.89,0.1194
GIG-102853,Swiggy,Chennai,739.3033627975533,4795.84,20622.11,52.8,482,3.83,3378.87,2413.47,5792.34,65,28,16600.38,3102.02,8569.54,2,0.84,1.5,480,2341.96,2511.38,3,2,61.4,MEDIUM,37000.0,230.22,0.0768
GIG-102854,Porter,Pune,628.6169876675297,3818.35,16418.9,50.7,503,4.15,2203.51,1867.3,4070.8100000000004,98,20,9849.96,5214.67,20146.93,0,1.0,4.2,1287,1888.31,3807.86,3,2,70.5,MEDIUM,30000.0,186.67,0.0961
GIG-102855,Porter,Chennai,1276.4399941551787,8258.86,35513.1,48.3,521,3.76,9174.75,3999.19,13173.94,91,14,33496.83,1271.42,2651.61,0,1.0,4.4,1350,3193.35,5886.53,2,0,59.6,HIGH,43000.0,267.56,0.2429
GIG-102856,Urban Company,Hyderabad,1031.9121915357262,5879.76,25282.97,36.4,305,4.67,6602.29,2522.76,9125.05,56,27,22339.08,2305.26,6609.18,0,1.0,7.6,1460,3047.53,3716.8,3,1,68.5,MEDIUM,46000.0,286.22,0.0924
GIG-102857,Blinkit,Delhi NCR,987.5645926756058,5976.5,25698.95,50.3,417,3.96,5884.56,2208.84,8093.400000000001,149,15,21965.63,3060.95,9995.59,1,0.73,0.6,153,3014.52,4612.2,4,2,58.0,HIGH,31000.0,192.89,0.1687
GIG-102858,Zepto,Ahmedabad,931.4883499355396,6169.47,26528.72,48.5,642,4.54,7886.92,1249.87,9136.79,125,34,18684.2,5270.41,18815.56,0,1.0,3.8,1127,2502.72,7572.2,3,2,72.8,MEDIUM,48000.0,298.67,0.1209
GIG-102859,Ola,Bengaluru,1511.2128283830718,8949.24,38481.73,44.4,574,4.46,6099.34,2352.59,8451.93,177,-4,26229.32,7668.03,13977.72,0,1.0,5.2,1460,4640.0,6504.63,3,2,77.3,LOW,92000.0,572.44,0.0468
GIG-102860,Urban Company,Hyderabad,964.1615317775824,5380.31,23135.33,44.8,410,3.68,4941.79,997.29,5939.08,99,29,16085.74,4549.2,16183.59,1,0.71,2.0,577,2894.59,4891.26,3,1,62.9,MEDIUM,42000.0,261.33,0.126
GIG-102861,Uber,Mumbai,1028.9146614515043,6683.63,28739.61,42.0,408,4.7,7699.56,3301.39,11000.95,128,44,21064.34,4923.84,11935.19,3,0.78,3.2,945,2573.61,6068.51,4,2,69.4,MEDIUM,52000.0,323.56,0.0652
GIG-102862,Porter,Delhi NCR,1053.8845327236795,7125.92,30641.46,50.2,428,3.72,3990.6,3590.5,7581.1,128,5,23818.53,4791.58,8483.36,1,0.94,6.4,1460,2553.64,5133.69,3,1,68.1,MEDIUM,55000.0,342.22,0.0955
GIG-102863,Zomato,Chennai,801.5787515862946,5280.82,22707.53,48.8,633,4.29,3206.03,2294.89,5500.92,161,21,15214.94,4678.66,18071.9,0,1.0,4.2,1247,2270.74,3122.56,4,2,71.8,MEDIUM,41000.0,255.11,0.121
GIG-102864,Urban Company,Delhi NCR,988.4629865263695,6520.63,28038.71,52.5,729,3.99,3418.77,1841.51,5260.28,96,16,21886.77,5246.3,8529.91,0,1.0,1.8,513,2913.32,7937.34,5,3,71.0,MEDIUM,50000.0,311.11,0.133
GIG-102865,Zepto,Ahmedabad,872.8789545201136,5388.01,23168.44,58.1,558,4.5,5844.55,1069.71,6914.26,152,30,18471.92,3683.45,6224.0,0,1.0,0.9,241,2433.93,3933.12,5,3,70.3,MEDIUM,42000.0,261.33,0.0917
GIG-102866,Zepto,Ahmedabad,1325.286130017214,7549.47,32462.72,38.9,428,3.93,7037.2,3476.57,10513.77,86,16,23841.84,6585.42,14063.04,0,1.0,4.6,1352,3573.52,5203.36,4,3,75.8,LOW,78000.0,485.33,0.0455
GIG-102867,Ola,Kolkata,909.1801124570529,6078.8,26138.84,50.4,572,4.36,4037.57,2568.6,6606.17,126,23,19615.61,4165.41,13596.45,2,0.78,2.4,701,2397.33,3039.41,3,1,62.6,MEDIUM,47000.0,292.44,0.0961
GIG-102868,Zomato,Chennai,1004.1640509031186,5959.97,25627.87,52.1,556,4.06,7242.02,3010.69,10252.710000000001,100,6,20677.690000000002,2729.87,6248.11,2,0.99,3.8,1112,2573.44,5809.35,6,4,60.7,MEDIUM,46000.0,286.22,0.0899
GIG-102869,Zomato,Pune,1315.6058517250615,8742.77,37593.91,26.0,323,4.04,9751.47,3210.69,12962.16,105,28,30692.329999999998,4010.57,14793.55,1,0.84,2.8,869,3644.94,5933.66,3,1,70.2,MEDIUM,68000.0,423.11,0.0644
GIG-102870,Ola,Mumbai,847.3210219111778,4849.03,20850.83,43.1,465,4.94,5355.56,1300.46,6656.02,113,22,15947.18,3248.44,6120.37,1,0.88,4.0,1191,2208.61,4199.39,4,2,64.5,MEDIUM,38000.0,236.44,0.1382
GIG-102871,Zepto,Mumbai,1092.4230662584246,7347.93,31596.1,48.5,451,3.9,5484.3,3739.01,9223.310000000001,100,19,22683.04,7942.63,18470.88,0,1.0,1.4,441,3031.35,5354.57,4,3,75.9,LOW,76000.0,472.89,0.0434
GIG-102872,Zepto,Chennai,1375.9166734254597,8623.11,37079.37,53.8,707,4.68,6624.73,2475.31,9100.039999999999,95,14,23568.26,8912.21,15295.92,0,1.0,6.8,1460,3705.43,6978.09,3,1,79.9,LOW,89000.0,553.78,0.0309
GIG-102873,Zepto,Chennai,689.8997187440619,4567.45,19640.03,40.1,389,4.58,2963.17,880.26,3843.4300000000003,173,23,11972.86,4349.1,13101.64,1,0.86,7.0,1460,1947.07,2477.75,4,2,67.6,MEDIUM,35000.0,217.78,0.1145
GIG-102874,Porter,Hyderabad,1074.5810065785233,7154.02,30762.29,32.2,266,3.75,9230.06,1289.45,10519.51,67,32,24705.34,4241.38,15205.37,1,0.93,7.7,1460,3377.73,8079.03,5,4,67.3,MEDIUM,55000.0,342.22,0.0654
GIG-102875,Urban Company,Chennai,400.441728044319,2437.05,10479.32,49.0,492,4.4,1296.83,922.01,2218.84,100,28,6722.110000000001,3129.31,9387.98,4,0.83,3.8,1115,1001.13,1426.8,3,2,68.0,MEDIUM,19000.0,118.22,0.0626
GIG-102876,Urban Company,Pune,982.9582436140794,5454.6,23454.78,41.5,381,4.91,5741.04,1667.8,7408.84,83,29,20132.21,2332.74,5643.02,4,0.94,4.5,1356,2686.63,6047.59,4,2,60.4,MEDIUM,42000.0,261.33,0.0936
GIG-102877,Zomato,Chennai,814.9045786727518,5399.11,23216.17,45.3,502,4.12,2832.84,1507.03,4339.87,138,38,18210.42,3957.53,13035.99,1,0.83,6.1,1460,2513.45,4991.32,4,2,62.8,MEDIUM,42000.0,261.33,0.1272
GIG-102878,Urban Company,Mumbai,1442.4994104792218,9571.33,41156.72,42.4,554,4.77,6994.12,4859.8,11853.92,94,13,31293.309999999998,8629.74,22196.26,0,1.0,6.8,1460,3509.96,6788.59,5,3,79.8,LOW,99000.0,616.0,0.0368
GIG-102879,Blinkit,Chennai,743.3532968782741,4477.79,19254.5,44.5,510,4.12,4211.46,1397.9,5609.360000000001,156,15,14700.630000000001,2306.67,8162.5,1,0.97,4.0,1224,1820.29,5198.09,2,1,55.3,HIGH,23000.0,143.11,0.1649
GIG-102880,Porter,Ahmedabad,950.6954842253164,5305.46,22813.48,45.0,483,4.62,5122.04,2395.57,7517.610000000001,70,27,19791.82,1745.28,4370.19,2,0.78,6.9,1460,2686.16,5350.4,4,2,60.5,MEDIUM,41000.0,255.11,0.0921
GIG-102881,Zomato,Ahmedabad,1547.919354429395,9470.13,40721.56,35.9,501,3.68,11133.94,2584.78,13718.720000000001,75,42,29729.68,8633.88,19623.44,1,0.79,5.1,1460,3981.31,5834.86,3,1,75.2,LOW,98000.0,609.78,0.0169
GIG-102882,Porter,Hyderabad,958.0737079969659,5542.77,23833.91,35.6,361,4.79,4627.92,1564.79,6192.71,96,47,19192.86,2362.16,5327.12,1,0.87,6.1,1460,2529.05,5090.85,3,2,57.2,HIGH,29000.0,180.44,0.2265
GIG-102883,Swiggy,Chennai,702.9482768258748,3916.98,16843.01,58.2,487,4.65,5149.93,1685.03,6834.96,121,30,15645.119999999999,913.16,1960.04,0,1.0,4.8,1460,2169.98,3966.26,3,1,52.1,HIGH,20000.0,124.44,0.1562
GIG-102884,Swiggy,Ahmedabad,1355.927479446485,8915.73,38337.64,43.3,555,4.57,6608.33,1839.28,8447.61,157,28,26972.170000000002,5730.84,15268.93,1,0.82,3.7,1091,4184.62,8349.17,4,2,74.7,MEDIUM,69000.0,429.33,0.0842
GIG-102885,Urban Company,Chennai,657.8143614637656,4041.07,17376.6,48.8,467,4.73,3252.87,1321.73,4574.6,107,22,14898.85,2058.99,4198.59,0,1.0,3.8,1165,1781.25,4585.64,4,2,65.6,MEDIUM,31000.0,192.89,0.1269
GIG-102886,Uber,Hyderabad,1174.1626274988053,7712.6,33164.18,50.7,521,4.27,5108.17,2746.17,7854.34,106,36,26675.14,4255.06,8276.75,0,1.0,2.9,880,2958.67,9364.96,3,2,70.1,MEDIUM,60000.0,373.33,0.0645
GIG-102887,Uber,Mumbai,1093.392093571298,7023.51,30201.09,45.0,548,4.62,7106.24,3288.73,10394.97,150,33,24574.42,3218.79,9935.22,0,1.0,2.2,644,3181.08,4809.22,4,3,73.1,MEDIUM,54000.0,336.0,0.0783
GIG-102888,Zomato,Bengaluru,930.9363962834839,6188.97,26612.57,41.4,380,4.16,6771.62,3187.26,9958.880000000001,144,16,21740.39,4285.2,10357.05,2,0.8,5.6,1460,2238.12,4022.47,4,2,65.8,MEDIUM,48000.0,298.67,0.0684
GIG-102889,Blinkit,Mumbai,575.2302223994004,3613.71,15538.95,43.3,581,3.79,4499.93,908.25,5408.18,148,12,11777.23,2630.44,8298.66,1,0.78,4.4,1325,1540.32,4649.66,5,4,63.4,MEDIUM,28000.0,174.22,0.0708
GIG-102890,Zomato,Chennai,1140.6475230781741,7216.97,31032.97,29.4,345,4.33,4701.51,2602.7,7304.21,109,34,18445.71,7048.25,13589.85,1,0.84,4.6,1366,3624.04,5761.61,5,4,80.8,LOW,74000.0,460.44,0.0165
GIG-102891,Blinkit,Mumbai,1300.7920533711927,8349.52,35902.94,40.7,490,4.55,4327.29,2348.34,6675.63,110,23,20025.13,12266.52,24904.37,0,1.0,6.1,1460,3276.52,8392.77,4,3,84.7,LOW,86000.0,535.11,0.0467
GIG-102892,Blinkit,Delhi NCR,908.2499232510706,5026.81,21615.28,44.1,490,4.41,6572.41,1339.49,7911.9,106,29,18930.809999999998,1803.78,4667.86,1,0.84,7.2,1460,2563.91,4097.24,5,3,55.8,HIGH,26000.0,161.78,0.2136
GIG-102893,Swiggy,Delhi NCR,1251.0025279382182,7936.56,34127.21,34.9,384,4.47,5324.84,2592.64,7917.48,90,28,25651.85,7294.25,13167.94,2,0.97,6.4,1460,3189.98,8161.57,4,3,77.6,LOW,82000.0,510.22,0.045
GIG-102894,Blinkit,Pune,746.0845673654397,4649.99,19994.96,33.3,405,4.72,6006.56,1998.83,8005.39,121,25,18720.96,936.23,2508.26,1,0.87,5.4,1460,2251.77,4045.84,5,3,53.2,HIGH,24000.0,149.33,0.2494
GIG-102895,Swiggy,Kolkata,400.0,2420.3,10407.29,40.1,378,4.81,3282.61,896.78,4179.39,83,19,8201.82,1479.92,4447.44,1,0.76,6.0,1460,1027.6,1908.2,3,1,56.4,HIGH,12000.0,74.67,0.2669
GIG-102896,Uber,Mumbai,972.5070340942298,6212.49,26713.71,48.8,408,3.97,4989.74,2910.06,7899.799999999999,60,9,22516.23,3669.89,11917.94,3,0.72,0.9,260,2633.12,4793.39,4,2,61.1,MEDIUM,48000.0,298.67,0.0954
GIG-102897,Blinkit,Kolkata,1255.0667291671723,7005.82,30125.03,55.6,738,4.0,4555.9,1555.38,6111.28,124,34,17947.93,8427.61,29167.16,0,1.0,1.6,507,3921.56,3417.36,3,1,83.3,LOW,72000.0,448.0,0.0348
GIG-102898,Porter,Chennai,1087.6814416529198,6828.22,29361.35,45.1,509,4.91,6510.26,2827.24,9337.5,103,17,21876.17,5495.24,13140.04,0,1.0,4.9,1460,2614.62,4107.98,4,3,70.5,MEDIUM,53000.0,329.78,0.0806
GIG-102899,Uber,Pune,667.5495936951899,4299.6,18488.28,42.0,527,3.99,5412.29,1154.11,6566.4,124,37,16067.529999999999,1394.73,4285.92,4,0.71,5.2,1460,2075.71,3901.1,4,2,50.3,HIGH,22000.0,136.89,0.2464
GIG-102900,Uber,Mumbai,1016.2899065676505,5953.11,25598.37,34.7,292,4.14,5739.17,1425.48,7164.65,152,33,17301.91,5315.42,14268.12,0,1.0,4.6,1356,2712.68,5016.59,3,2,66.7,MEDIUM,46000.0,286.22,0.129
GIG-102901,Blinkit,Pune,1106.8719062697876,7344.28,31580.4,61.4,784,3.6,5001.71,1739.53,6741.24,93,31,19235.37,8689.78,24333.22,1,0.85,2.0,630,3284.83,3802.56,2,1,71.5,MEDIUM,57000.0,354.67,0.1201
GIG-102902,Zepto,Mumbai,1637.6527533086296,9808.87,42178.14,44.6,586,4.27,5331.36,4325.36,9656.72,121,27,29006.339999999997,10563.39,35799.09,1,0.73,5.6,1460,4108.04,10591.68,3,2,78.8,LOW,101000.0,628.44,0.0335
GIG-102903,Zepto,Delhi NCR,960.8158333169611,5795.07,24918.8,37.8,306,4.26,5844.04,1355.4,7199.4400000000005,91,28,17977.480000000003,6001.07,13438.33,0,1.0,6.3,1460,3008.96,3460.48,4,3,74.3,MEDIUM,45000.0,280.0,0.0637
GIG-102904,Zepto,Delhi NCR,985.5775806836201,5682.08,24432.94,57.3,774,4.4,6885.58,1193.63,8079.21,106,28,18240.87,3420.63,12792.9,3,0.8,7.8,1460,3051.23,5903.12,4,3,59.6,HIGH,29000.0,180.44,0.1998
GIG-102905,Porter,Ahmedabad,642.9321120819243,4181.97,17982.47,51.5,636,3.82,4261.0,1854.41,6115.41,126,22,16510.15,1002.73,2119.96,1,0.75,6.8,1460,1935.24,3364.56,4,2,45.1,HIGH,22000.0,136.89,0.2186
GIG-102906,Ola,Chennai,1534.9308227081951,10189.53,43814.98,50.8,411,4.57,5850.62,2438.02,8288.64,102,10,28081.89,11754.92,21880.26,3,0.75,7.5,1460,4407.44,8566.51,4,3,81.7,LOW,105000.0,653.33,0.0176
GIG-102907,Blinkit,Hyderabad,1715.223543567983,10648.56,45788.81,43.0,418,4.61,12783.26,3036.54,15819.8,95,19,38977.17,3892.42,13535.58,1,0.89,5.0,1460,4647.33,7154.63,6,4,73.2,MEDIUM,82000.0,510.22,0.1052
GIG-102908,Ola,Ahmedabad,1442.3953459277036,8542.11,36731.07,48.8,557,4.68,9882.93,3365.87,13248.8,139,23,35218.57,1344.69,3361.74,1,0.8,3.3,980,3630.27,6928.66,5,4,55.7,HIGH,44000.0,273.78,0.2612
GIG-102909,Ola,Ahmedabad,1117.7958545151814,6570.65,28253.79,49.9,688,4.72,8622.98,2538.75,11161.73,148,25,26196.62,1817.42,4430.67,2,0.89,5.4,1460,3456.07,4808.37,4,2,63.1,MEDIUM,51000.0,317.33,0.0923
GIG-102910,Blinkit,Delhi NCR,856.8224806433586,5238.52,22525.64,46.6,426,4.59,5043.05,1679.5,6722.55,138,7,19762.05,2095.84,5009.51,2,0.82,3.2,952,2411.9,6706.93,6,5,56.4,HIGH,27000.0,168.0,0.1775
GIG-102911,Blinkit,Ahmedabad,400.0,2642.94,11364.64,31.6,332,4.01,3114.16,863.52,3977.68,95,23,8573.45,1597.61,3517.01,0,1.0,1.8,548,1273.34,1942.95,3,2,62.1,MEDIUM,20000.0,124.44,0.0846
GIG-102912,Porter,Kolkata,1260.2842586911647,7555.72,32489.6,51.3,510,3.96,10378.94,3504.61,13883.550000000001,135,24,27187.940000000002,4543.31,13480.98,0,1.0,7.7,1460,3567.17,6184.05,3,2,64.8,MEDIUM,58000.0,360.89,0.0916
GIG-102913,Ola,Kolkata,680.4121505977697,3781.66,16261.14,43.4,505,4.18,3385.83,738.92,4124.75,163,7,12277.130000000001,3484.26,7766.51,3,0.84,2.8,853,1844.12,4536.49,2,1,63.4,MEDIUM,29000.0,180.44,0.0899
GIG-102914,Urban Company,Chennai,828.8991601871345,4906.02,21095.89,37.6,373,3.62,4073.76,1313.41,5387.17,159,32,17564.86,2440.52,5091.99,1,0.96,3.1,921,2505.16,3410.71,4,2,61.3,MEDIUM,38000.0,236.44,0.098
GIG-102915,Swiggy,Delhi NCR,635.683223251267,3595.36,15460.05,39.1,408,4.23,2391.34,750.49,3141.83,138,17,9106.58,3977.89,10456.73,0,1.0,3.3,986,1558.76,3220.23,3,1,70.9,MEDIUM,28000.0,174.22,0.0736
GIG-102916,Uber,Ahmedabad,1151.1151624791312,6915.61,29737.12,35.6,465,4.59,5612.67,3422.92,9035.59,129,31,23605.39,3256.1,5427.38,0,1.0,7.2,1460,3437.52,6800.53,4,3,68.0,MEDIUM,54000.0,336.0,0.0781
GIG-102917,Uber,Ahmedabad,930.7117968123982,5463.64,23493.65,36.3,427,4.24,5987.87,2410.17,8398.04,143,26,20527.120000000003,1514.32,5666.74,1,0.97,4.7,1380,2513.25,4043.34,6,5,52.5,HIGH,28000.0,174.22,0.161
GIG-102918,Swiggy,Kolkata,834.7847113491239,5180.79,22277.4,59.8,799,4.39,6052.82,2064.63,8117.45,124,32,16254.48,3418.89,7574.98,0,1.0,3.9,1156,2114.85,6006.92,4,2,64.4,MEDIUM,40000.0,248.89,0.091
GIG-102919,Swiggy,Bengaluru,846.5024596381277,5655.38,24318.13,28.1,377,4.48,4173.59,1528.57,5702.16,83,30,14229.06,5360.17,10432.28,1,0.9,4.7,1435,2370.48,4724.99,3,2,67.5,MEDIUM,44000.0,273.78,0.1387
GIG-102920,Zepto,Mumbai,1654.6884902365114,9387.32,40365.48,36.3,362,4.96,10122.43,4576.91,14699.34,124,20,31257.53,5715.36,13755.19,0,1.0,0.6,194,4855.8,7278.47,6,5,79.1,LOW,97000.0,603.56,0.0456
GIG-102921,Swiggy,Bengaluru,1143.4598117460168,7632.86,32821.3,46.1,609,4.55,9316.83,3205.81,12522.64,172,19,30417.75,1815.13,6019.01,1,0.86,3.9,1172,3279.93,9559.81,3,1,61.0,MEDIUM,59000.0,367.11,0.1077
GIG-102922,Zepto,Pune,1340.4514227368136,8946.03,38467.93,48.3,441,4.04,12010.24,3855.28,15865.52,142,17,38146.08,500.0,1000.0,1,0.82,2.8,818,3567.05,5141.41,4,2,64.6,MEDIUM,69000.0,429.33,0.0604
GIG-102923,Ola,Chennai,1033.3619926704664,6660.74,28641.18,44.5,506,3.81,9139.25,1504.92,10644.17,149,27,26684.08,1438.03,4595.54,2,0.75,4.0,1177,3227.84,7985.36,4,2,53.7,HIGH,34000.0,211.56,0.1754
GIG-102924,Blinkit,Delhi NCR,927.0114109099422,5485.31,23586.83,55.9,672,4.46,6916.18,2624.96,9541.14,157,3,22043.37,1126.61,2978.01,2,0.85,4.4,1336,2946.95,2389.6,4,3,49.0,HIGH,28000.0,174.22,0.2611
GIG-102925,Swiggy,Pune,964.1161110351698,5943.32,25556.28,50.9,647,3.71,7086.59,1423.45,8510.04,153,39,18505.050000000003,4113.79,8496.32,2,0.8,4.5,1380,2409.54,4589.9,3,1,58.7,HIGH,31000.0,192.89,0.2563
GIG-102926,Zepto,Ahmedabad,1058.2079507732649,6787.91,29188.01,37.5,310,3.88,7147.23,1810.12,8957.349999999999,177,17,22304.839999999997,3597.1,12380.74,1,0.98,3.3,1007,3007.43,5453.75,4,2,64.1,MEDIUM,53000.0,329.78,0.1376
GIG-102927,Urban Company,Ahmedabad,736.0900270867858,4557.31,19596.43,65.3,736,3.77,3704.16,1963.99,5668.15,125,3,15877.83,2798.16,11149.34,1,0.89,2.4,734,2304.92,5471.82,6,5,57.2,HIGH,24000.0,149.33,0.2066
GIG-102928,Uber,Delhi NCR,877.851021524668,5111.6,21979.88,53.5,462,4.94,6567.42,2151.04,8718.46,119,13,16529.69,3481.65,12739.51,0,1.0,4.0,1179,2207.71,5430.4,4,3,70.2,MEDIUM,40000.0,248.89,0.1017
GIG-102929,Blinkit,Ahmedabad,1137.8977892914063,7723.48,33210.96,42.5,399,3.95,9846.8,1652.39,11499.189999999999,87,19,26687.0,3745.7,13104.74,2,0.84,7.3,1460,2790.22,7421.26,4,2,67.7,MEDIUM,60000.0,373.33,0.1121
GIG-102930,Porter,Bengaluru,620.9166972401899,3717.06,15983.36,47.4,439,4.74,4511.37,645.36,5156.73,117,50,13491.65,1475.37,5782.51,1,0.92,5.5,1460,1631.12,4574.83,3,1,59.5,HIGH,19000.0,118.22,0.2343
GIG-102931,Swiggy,Hyderabad,1732.4220271024963,9643.3,41466.19,44.2,592,4.12,7311.47,2251.09,9562.560000000001,110,27,30011.99,7319.38,20273.97,0,1.0,5.3,1460,4306.52,9832.54,3,1,78.3,LOW,100000.0,622.22,0.0205
GIG-102932,Blinkit,Mumbai,963.8457716543091,5895.76,25351.77,36.5,449,3.7,6400.57,1312.79,7713.36,89,23,18359.2,4285.39,11418.98,0,1.0,4.5,1356,2537.87,5427.46,3,1,67.4,MEDIUM,46000.0,286.22,0.0914
GIG-102933,Urban Company,Pune,1131.2411923566585,6239.05,26827.92,44.5,410,4.06,3645.02,1847.2,5492.22,117,28,16098.150000000001,9367.1,26453.23,0,1.0,1.9,564,3434.58,6450.96,4,2,74.3,MEDIUM,48000.0,298.67,0.1063
GIG-102934,Uber,Bengaluru,1649.3101464238448,9986.58,42942.29,38.6,431,4.91,13302.53,2675.54,15978.07,139,34,40500.34,2077.37,4412.25,0,1.0,4.9,1442,4330.67,8551.77,4,3,70.3,MEDIUM,77000.0,479.11,0.1121
GIG-102935,Zepto,Chennai,1212.463389570728,7935.23,34121.49,43.4,358,4.35,9329.29,3777.54,13106.830000000002,105,25,31909.68,1612.27,3821.14,0,1.0,1.8,546,3191.68,6709.12,3,1,60.1,MEDIUM,61000.0,379.56,0.0641
GIG-102936,Swiggy,Pune,1001.1005731352935,5779.3,24850.99,44.4,481,4.22,7532.9,1248.19,8781.09,108,11,21299.75,2229.76,4033.62,2,0.95,3.7,1098,2466.34,4632.89,3,2,53.6,HIGH,30000.0,186.67,0.1723
GIG-102937,Swiggy,Chennai,480.0617846579074,3262.43,14028.45,39.8,514,4.44,3491.47,857.91,4349.38,122,26,9600.220000000001,3176.38,9636.39,4,0.81,1.8,527,1221.7,3542.31,4,2,65.9,MEDIUM,25000.0,155.56,0.0813
GIG-102938,Porter,Hyderabad,717.2329528746473,4550.51,19567.19,36.9,326,4.45,3214.94,1010.34,4225.28,112,22,14288.989999999998,2650.16,9986.9,0,1.0,7.4,1460,1931.31,3380.13,3,2,58.8,HIGH,23000.0,143.11,0.2753
GIG-102939,Urban Company,Chennai,717.1487109902646,4461.23,19183.29,39.4,365,4.06,5065.79,1898.81,6964.6,98,30,14673.04,2944.66,10821.31,4,0.86,4.9,1460,2140.42,2891.03,3,2,58.5,HIGH,23000.0,143.11,0.2749
GIG-102940,Ola,Chennai,1191.6626234041355,7757.86,33358.8,42.6,362,4.22,7094.91,1434.34,8529.25,85,35,23275.879999999997,5559.74,10908.1,1,0.75,5.0,1460,3570.11,6606.58,4,3,67.9,MEDIUM,60000.0,373.33,0.0828
GIG-102941,Ola,Bengaluru,968.1283159714279,6350.57,27307.45,45.1,469,3.76,7028.23,2828.28,9856.51,69,26,19746.77,6464.54,19835.23,3,0.97,4.3,1261,2413.4,2833.05,3,2,77.6,LOW,66000.0,410.67,0.0184
GIG-102942,Ola,Mumbai,1753.3933395140155,10126.61,43544.42,40.9,527,4.37,10066.04,3740.19,13806.230000000001,161,25,30416.32,8399.67,24633.71,3,0.77,7.6,1460,4507.24,11242.83,4,3,72.6,MEDIUM,78000.0,485.33,0.0951
GIG-102943,Blinkit,Hyderabad,1294.635102071224,8551.14,36769.9,41.0,371,3.83,9471.38,3516.02,12987.4,82,13,32465.11,2326.25,5167.54,0,1.0,7.9,1460,3612.52,10826.25,4,2,63.7,MEDIUM,66000.0,410.67,0.0738
