schema,table,ordinal,column,type,nullable,default,primary_key,unique,references,definition
capacity,surge_spaces,15,CHECK(maximum_capacity>=base_capacity),,yes,,no,no,,CHECK(maximum_capacity>=base_capacity)
capacity,surge_spaces,16,"UNIQUE(tenant_id,facility_id,name)",,yes,,no,yes,,"UNIQUE(tenant_id,facility_id,name)"
capacity,surge_space_prerequisites,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
capacity,surge_space_prerequisites,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
capacity,surge_space_prerequisites,3,surge_space_id,uuid,no,,no,no,capacity.surge_spaces(id),surge_space_id uuid NOT NULL REFERENCES capacity.surge_spaces(id) ON DELETE CASCADE
capacity,surge_space_prerequisites,4,prerequisite_type,text,no,,no,no,,prerequisite_type text NOT NULL
capacity,surge_space_prerequisites,5,prerequisite_code,text,no,,no,no,,prerequisite_code text NOT NULL
capacity,surge_space_prerequisites,6,required_quantity,"numeric(14,4)",yes,,no,no,,"required_quantity numeric(14,4)"
capacity,surge_space_prerequisites,7,hard_requirement,boolean,no,true,no,no,,hard_requirement boolean NOT NULL DEFAULT true
capacity,surge_space_prerequisites,8,lead_minutes,integer,no,0,no,no,,lead_minutes integer NOT NULL DEFAULT 0 CHECK(lead_minutes>=0)
capacity,surge_space_prerequisites,9,evidence_requirement,text,yes,,no,no,,evidence_requirement text
capacity,surge_space_prerequisites,10,"UNIQUE(surge_space_id,prerequisite_type,prerequisite_code)",,yes,,no,yes,,"UNIQUE(surge_space_id,prerequisite_type,prerequisite_code)"
capacity,device_types,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
capacity,device_types,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
capacity,device_types,3,code,citext,no,,no,no,,code citext NOT NULL
capacity,device_types,4,name,text,no,,no,no,,name text NOT NULL
capacity,device_types,5,category,text,no,,no,no,,category text NOT NULL
capacity,device_types,6,capabilities,jsonb,no,'{}',no,no,,capabilities jsonb NOT NULL DEFAULT '{}'
capacity,device_types,7,preventive_maintenance_interval_days,integer,yes,,no,no,,preventive_maintenance_interval_days integer
capacity,device_types,8,status,core.record_status,no,'active',no,no,,status core.record_status NOT NULL DEFAULT 'active'
capacity,device_types,9,"UNIQUE(tenant_id,code)",,yes,,no,yes,,"UNIQUE(tenant_id,code)"
capacity,devices,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
capacity,devices,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
capacity,devices,3,device_type_id,uuid,no,,no,no,capacity.device_types(id),device_type_id uuid NOT NULL REFERENCES capacity.device_types(id)
capacity,devices,4,facility_id,uuid,yes,,no,no,core.facilities(id),facility_id uuid REFERENCES core.facilities(id)
capacity,devices,5,location_id,uuid,yes,,no,no,capacity.locations(id),location_id uuid REFERENCES capacity.locations(id)
capacity,devices,6,asset_tag,citext,yes,,no,no,,asset_tag citext
capacity,devices,7,serial_number_encrypted,bytea,yes,,no,no,,serial_number_encrypted bytea
capacity,devices,8,serial_number_hash,core.sha256_hex,yes,,no,no,,serial_number_hash core.sha256_hex
capacity,devices,9,manufacturer,text,yes,,no,no,,manufacturer text
capacity,devices,10,model,text,yes,,no,no,,model text
capacity,devices,11,status,text,no,,no,no,,status text NOT NULL
capacity,devices,12,availability_status,text,no,,no,no,,availability_status text NOT NULL
capacity,devices,13,last_maintenance_at,timestamptz,yes,,no,no,,last_maintenance_at timestamptz
capacity,devices,14,next_maintenance_at,timestamptz,yes,,no,no,,next_maintenance_at timestamptz
capacity,devices,15,source_kind,core.source_kind,no,'ehr',no,no,,source_kind core.source_kind NOT NULL DEFAULT 'ehr'
capacity,devices,16,metadata,jsonb,no,'{}',no,no,,metadata jsonb NOT NULL DEFAULT '{}'
capacity,devices,17,created_at,timestamptz,no,now(),no,no,,created_at timestamptz NOT NULL DEFAULT now()
capacity,device_status_events,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
capacity,device_status_events,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
capacity,device_status_events,3,device_id,uuid,no,,no,no,capacity.devices(id),device_id uuid NOT NULL REFERENCES capacity.devices(id) ON DELETE CASCADE
capacity,device_status_events,4,prior_status,text,yes,,no,no,,prior_status text
capacity,device_status_events,5,new_status,text,no,,no,no,,new_status text NOT NULL
capacity,device_status_events,6,reason,text,yes,,no,no,,reason text
capacity,device_status_events,7,occurred_at,timestamptz,no,,no,no,,occurred_at timestamptz NOT NULL
capacity,device_status_events,8,actor_id,uuid,yes,,no,no,,actor_id uuid
capacity,device_status_events,9,source_reference,text,yes,,no,no,,source_reference text
capacity,device_status_events,10,created_at,timestamptz,no,now(),no,no,,created_at timestamptz NOT NULL DEFAULT now()
capacity,device_assignments,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
capacity,device_assignments,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
capacity,device_assignments,3,device_id,uuid,no,,no,no,capacity.devices(id),device_id uuid NOT NULL REFERENCES capacity.devices(id)
capacity,device_assignments,4,patient_id,uuid,yes,,no,no,,patient_id uuid
capacity,device_assignments,5,encounter_id,uuid,yes,,no,no,,encounter_id uuid
capacity,device_assignments,6,location_id,uuid,yes,,no,no,capacity.locations(id),location_id uuid REFERENCES capacity.locations(id)
capacity,device_assignments,7,assigned_at,timestamptz,no,,no,no,,assigned_at timestamptz NOT NULL
capacity,device_assignments,8,released_at,timestamptz,yes,,no,no,,released_at timestamptz
capacity,device_assignments,9,assignment_reason,text,yes,,no,no,,assignment_reason text
capacity,device_assignments,10,created_at,timestamptz,no,now(),no,no,,created_at timestamptz NOT NULL DEFAULT now()
capacity,inventory_items,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
capacity,inventory_items,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
capacity,inventory_items,3,sku,citext,no,,no,no,,sku citext NOT NULL
capacity,inventory_items,4,name,text,no,,no,no,,name text NOT NULL
capacity,inventory_items,5,category,text,no,,no,no,,category text NOT NULL
capacity,inventory_items,6,unit_of_measure,text,no,,no,no,,unit_of_measure text NOT NULL
capacity,inventory_items,7,criticality,core.severity_level,no,'medium',no,no,,criticality core.severity_level NOT NULL DEFAULT 'medium'
capacity,inventory_items,8,substitutable,boolean,no,false,no,no,,substitutable boolean NOT NULL DEFAULT false
capacity,inventory_items,9,substitute_group,text,yes,,no,no,,substitute_group text
capacity,inventory_items,10,cold_chain_required,boolean,no,false,no,no,,cold_chain_required boolean NOT NULL DEFAULT false
capacity,inventory_items,11,controlled_item,boolean,no,false,no,no,,controlled_item boolean NOT NULL DEFAULT false
capacity,inventory_items,12,status,core.record_status,no,'active',no,no,,status core.record_status NOT NULL DEFAULT 'active'
capacity,inventory_items,13,metadata,jsonb,no,'{}',no,no,,metadata jsonb NOT NULL DEFAULT '{}'
capacity,inventory_items,14,"UNIQUE(tenant_id,sku)",,yes,,no,yes,,"UNIQUE(tenant_id,sku)"
capacity,inventory_lots,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
capacity,inventory_lots,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
capacity,inventory_lots,3,inventory_item_id,uuid,no,,no,no,capacity.inventory_items(id),inventory_item_id uuid NOT NULL REFERENCES capacity.inventory_items(id)
capacity,inventory_lots,4,facility_id,uuid,no,,no,no,core.facilities(id),facility_id uuid NOT NULL REFERENCES core.facilities(id)
capacity,inventory_lots,5,location_id,uuid,yes,,no,no,capacity.locations(id),location_id uuid REFERENCES capacity.locations(id)
capacity,inventory_lots,6,lot_number,text,yes,,no,no,,lot_number text
capacity,inventory_lots,7,serial_number,text,yes,,no,no,,serial_number text
capacity,inventory_lots,8,expires_on,date,yes,,no,no,,expires_on date
capacity,inventory_lots,9,quantity_on_hand,"numeric(16,4)",no,0,no,no,,"quantity_on_hand numeric(16,4) NOT NULL DEFAULT 0 CHECK(quantity_on_hand>=0)"
capacity,inventory_lots,10,quantity_reserved,"numeric(16,4)",no,0,no,no,,"quantity_reserved numeric(16,4) NOT NULL DEFAULT 0 CHECK(quantity_reserved>=0)"
capacity,inventory_lots,11,quantity_quarantined,"numeric(16,4)",no,0,no,no,,"quantity_quarantined numeric(16,4) NOT NULL DEFAULT 0 CHECK(quantity_quarantined>=0)"
capacity,inventory_lots,12,status,text,no,'available',no,no,,status text NOT NULL DEFAULT 'available'
capacity,inventory_lots,13,last_counted_at,timestamptz,yes,,no,no,,last_counted_at timestamptz
capacity,inventory_lots,14,created_at,timestamptz,no,now(),no,no,,created_at timestamptz NOT NULL DEFAULT now()
capacity,inventory_movements,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
capacity,inventory_movements,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
capacity,inventory_movements,3,inventory_item_id,uuid,no,,no,no,capacity.inventory_items(id),inventory_item_id uuid NOT NULL REFERENCES capacity.inventory_items(id)
capacity,inventory_movements,4,lot_id,uuid,yes,,no,no,capacity.inventory_lots(id),lot_id uuid REFERENCES capacity.inventory_lots(id)
capacity,inventory_movements,5,facility_id,uuid,no,,no,no,core.facilities(id),facility_id uuid NOT NULL REFERENCES core.facilities(id)
capacity,inventory_movements,6,from_location_id,uuid,yes,,no,no,capacity.locations(id),from_location_id uuid REFERENCES capacity.locations(id)
capacity,inventory_movements,7,to_location_id,uuid,yes,,no,no,capacity.locations(id),to_location_id uuid REFERENCES capacity.locations(id)
capacity,inventory_movements,8,movement_type,text,no,,no,no,,movement_type text NOT NULL
capacity,inventory_movements,9,quantity,"numeric(16,4)",no,,no,no,,"quantity numeric(16,4) NOT NULL CHECK(quantity>0)"
capacity,inventory_movements,10,unit_of_measure,text,no,,no,no,,unit_of_measure text NOT NULL
capacity,inventory_movements,11,occurred_at,timestamptz,no,,no,no,,occurred_at timestamptz NOT NULL
capacity,inventory_movements,12,source_reference,text,yes,,no,no,,source_reference text
capacity,inventory_movements,13,actor_id,uuid,yes,,no,no,,actor_id uuid
capacity,inventory_movements,14,created_at,timestamptz,no,now(),no,no,,created_at timestamptz NOT NULL DEFAULT now()
capacity,par_levels,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
capacity,par_levels,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
capacity,par_levels,3,inventory_item_id,uuid,no,,no,no,capacity.inventory_items(id),inventory_item_id uuid NOT NULL REFERENCES capacity.inventory_items(id)
capacity,par_levels,4,facility_id,uuid,no,,no,no,core.facilities(id),facility_id uuid NOT NULL REFERENCES core.facilities(id)
capacity,par_levels,5,location_id,uuid,yes,,no,no,capacity.locations(id),location_id uuid REFERENCES capacity.locations(id)
capacity,par_levels,6,minimum_quantity,"numeric(16,4)",no,,no,no,,"minimum_quantity numeric(16,4) NOT NULL CHECK(minimum_quantity>=0)"
capacity,par_levels,7,target_quantity,"numeric(16,4)",no,,no,no,,"target_quantity numeric(16,4) NOT NULL"
capacity,par_levels,8,critical_quantity,"numeric(16,4)",no,,no,no,,"critical_quantity numeric(16,4) NOT NULL CHECK(critical_quantity>=0)"
capacity,par_levels,9,reorder_lead_minutes,integer,yes,,no,no,,reorder_lead_minutes integer
capacity,par_levels,10,surge_multiplier,"numeric(8,4)",no,1,no,no,,"surge_multiplier numeric(8,4) NOT NULL DEFAULT 1 CHECK(surge_multiplier>0)"
capacity,par_levels,11,valid_from,timestamptz,no,now(),no,no,,valid_from timestamptz NOT NULL DEFAULT now()
capacity,par_levels,12,valid_to,timestamptz,yes,,no,no,,valid_to timestamptz
capacity,par_levels,13,CHECK(target_quantity>=minimum_quantity),,yes,,no,no,,CHECK(target_quantity>=minimum_quantity)
capacity,vendors,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
capacity,vendors,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
capacity,vendors,3,organization_id,uuid,yes,,no,no,core.organizations(id),organization_id uuid REFERENCES core.organizations(id)
capacity,vendors,4,vendor_code,citext,no,,no,no,,vendor_code citext NOT NULL
capacity,vendors,5,name,text,no,,no,no,,name text NOT NULL
capacity,vendors,6,emergency_contact_encrypted,bytea,yes,,no,no,,emergency_contact_encrypted bytea
capacity,vendors,7,response_sla_minutes,integer,yes,,no,no,,response_sla_minutes integer
capacity,vendors,8,status,core.record_status,no,'active',no,no,,status core.record_status NOT NULL DEFAULT 'active'
capacity,vendors,9,capabilities,jsonb,no,'{}',no,no,,capabilities jsonb NOT NULL DEFAULT '{}'
capacity,vendors,10,"UNIQUE(tenant_id,vendor_code)",,yes,,no,yes,,"UNIQUE(tenant_id,vendor_code)"
capacity,purchase_orders,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
capacity,purchase_orders,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
capacity,purchase_orders,3,vendor_id,uuid,no,,no,no,capacity.vendors(id),vendor_id uuid NOT NULL REFERENCES capacity.vendors(id)
capacity,purchase_orders,4,facility_id,uuid,no,,no,no,core.facilities(id),facility_id uuid NOT NULL REFERENCES core.facilities(id)
capacity,purchase_orders,5,order_number,citext,no,,no,no,,order_number citext NOT NULL
capacity,purchase_orders,6,status,text,no,,no,no,,status text NOT NULL
capacity,purchase_orders,7,ordered_at,timestamptz,yes,,no,no,,ordered_at timestamptz
capacity,purchase_orders,8,expected_at,timestamptz,yes,,no,no,,expected_at timestamptz
capacity,purchase_orders,9,emergency_order,boolean,no,false,no,no,,emergency_order boolean NOT NULL DEFAULT false
capacity,purchase_orders,10,total_amount,"numeric(18,2)",yes,,no,no,,"total_amount numeric(18,2)"
capacity,purchase_orders,11,currency_code,char(3),yes,,no,no,,currency_code char(3)
capacity,purchase_orders,12,source_reference,text,yes,,no,no,,source_reference text
capacity,purchase_orders,13,created_at,timestamptz,no,now(),no,no,,created_at timestamptz NOT NULL DEFAULT now()
capacity,purchase_orders,14,"UNIQUE(tenant_id,order_number)",,yes,,no,yes,,"UNIQUE(tenant_id,order_number)"
capacity,purchase_order_lines,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
capacity,purchase_order_lines,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
capacity,purchase_order_lines,3,purchase_order_id,uuid,no,,no,no,capacity.purchase_orders(id),purchase_order_id uuid NOT NULL REFERENCES capacity.purchase_orders(id) ON DELETE CASCADE
capacity,purchase_order_lines,4,inventory_item_id,uuid,no,,no,no,capacity.inventory_items(id),inventory_item_id uuid NOT NULL REFERENCES capacity.inventory_items(id)
capacity,purchase_order_lines,5,quantity,"numeric(16,4)",no,,no,no,,"quantity numeric(16,4) NOT NULL CHECK(quantity>0)"
capacity,purchase_order_lines,6,unit_price,"numeric(18,4)",yes,,no,no,,"unit_price numeric(18,4)"
capacity,purchase_order_lines,7,quantity_received,"numeric(16,4)",no,0,no,no,,"quantity_received numeric(16,4) NOT NULL DEFAULT 0 CHECK(quantity_received>=0)"
capacity,purchase_order_lines,8,expected_at,timestamptz,yes,,no,no,,expected_at timestamptz
clinical,patients,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
clinical,patients,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
clinical,patients,3,display_label,text,no,,no,no,,display_label text NOT NULL
clinical,patients,4,legal_name_encrypted,bytea,yes,,no,no,,legal_name_encrypted bytea
clinical,patients,5,date_of_birth_encrypted,bytea,yes,,no,no,,date_of_birth_encrypted bytea
clinical,patients,6,sex_at_birth_code,text,yes,,no,no,,sex_at_birth_code text
clinical,patients,7,administrative_gender_code,text,yes,,no,no,,administrative_gender_code text
clinical,patients,8,deceased,boolean,no,false,no,no,,deceased boolean NOT NULL DEFAULT false
clinical,patients,9,vip_restricted,boolean,no,false,no,no,,vip_restricted boolean NOT NULL DEFAULT false
clinical,patients,10,status,core.record_status,no,'active',no,no,,status core.record_status NOT NULL DEFAULT 'active'
clinical,patients,11,source_kind,core.source_kind,no,'ehr',no,no,,source_kind core.source_kind NOT NULL DEFAULT 'ehr'
clinical,patients,12,source_last_updated_at,timestamptz,yes,,no,no,,source_last_updated_at timestamptz
clinical,patients,13,attributes,jsonb,no,'{}',no,no,,attributes jsonb NOT NULL DEFAULT '{}'
clinical,patients,14,created_at,timestamptz,no,now(),no,no,,created_at timestamptz NOT NULL DEFAULT now()
clinical,patients,15,updated_at,timestamptz,no,now(),no,no,,updated_at timestamptz NOT NULL DEFAULT now()
clinical,patients,16,row_version,bigint,no,1,no,no,,row_version bigint NOT NULL DEFAULT 1
clinical,patients,17,"UNIQUE(tenant_id,id)",,yes,,no,yes,,"UNIQUE(tenant_id,id)"
clinical,patient_identifiers,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
clinical,patient_identifiers,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
clinical,patient_identifiers,3,patient_id,uuid,no,,no,no,clinical.patients(id),patient_id uuid NOT NULL REFERENCES clinical.patients(id) ON DELETE CASCADE
clinical,patient_identifiers,4,system_uri,text,no,,no,no,,system_uri text NOT NULL
clinical,patient_identifiers,5,identifier_type,text,yes,,no,no,,identifier_type text
clinical,patient_identifiers,6,identifier_value_encrypted,bytea,yes,,no,no,,identifier_value_encrypted bytea
clinical,patient_identifiers,7,identifier_value_hash,core.sha256_hex,no,,no,no,,identifier_value_hash core.sha256_hex NOT NULL
clinical,patient_identifiers,8,use_code,text,yes,,no,no,,use_code text
clinical,patient_identifiers,9,valid_from,timestamptz,yes,,no,no,,valid_from timestamptz
clinical,patient_identifiers,10,valid_to,timestamptz,yes,,no,no,,valid_to timestamptz
clinical,patient_identifiers,11,"UNIQUE(tenant_id,system_uri,identifier_value_hash)",,yes,,no,yes,,"UNIQUE(tenant_id,system_uri,identifier_value_hash)"
clinical,encounters,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
clinical,encounters,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
clinical,encounters,3,patient_id,uuid,no,,no,no,clinical.patients(id),patient_id uuid NOT NULL REFERENCES clinical.patients(id)
clinical,encounters,4,facility_id,uuid,no,,no,no,core.facilities(id),facility_id uuid NOT NULL REFERENCES core.facilities(id)
clinical,encounters,5,department_id,uuid,yes,,no,no,core.departments(id),department_id uuid REFERENCES core.departments(id)
clinical,encounters,6,encounter_class,text,no,,no,no,,encounter_class text NOT NULL
clinical,encounters,7,encounter_type,text,yes,,no,no,,encounter_type text
clinical,encounters,8,service_type,text,yes,,no,no,,service_type text
clinical,encounters,9,status,text,no,,no,no,,status text NOT NULL
clinical,encounters,10,priority_code,text,yes,,no,no,,priority_code text
clinical,encounters,11,arrival_mode,text,yes,,no,no,,arrival_mode text
clinical,encounters,12,admission_source,text,yes,,no,no,,admission_source text
clinical,encounters,13,started_at,timestamptz,no,,no,no,,started_at timestamptz NOT NULL
clinical,encounters,14,expected_end_at,timestamptz,yes,,no,no,,expected_end_at timestamptz
clinical,encounters,15,ended_at,timestamptz,yes,,no,no,,ended_at timestamptz
clinical,encounters,16,attending_practitioner_id,uuid,yes,,no,no,workforce.practitioners(id),attending_practitioner_id uuid REFERENCES workforce.practitioners(id)
clinical,encounters,17,current_location_id,uuid,yes,,no,no,capacity.locations(id),current_location_id uuid REFERENCES capacity.locations(id)
clinical,encounters,18,current_bed_id,uuid,yes,,no,no,capacity.beds(id),current_bed_id uuid REFERENCES capacity.beds(id)
clinical,encounters,19,source_kind,core.source_kind,no,'ehr',no,no,,source_kind core.source_kind NOT NULL DEFAULT 'ehr'
clinical,encounters,20,source_reference,text,yes,,no,no,,source_reference text
clinical,encounters,21,source_last_updated_at,timestamptz,yes,,no,no,,source_last_updated_at timestamptz
clinical,encounters,22,metadata,jsonb,no,'{}',no,no,,metadata jsonb NOT NULL DEFAULT '{}'
clinical,encounters,23,created_at,timestamptz,no,now(),no,no,,created_at timestamptz NOT NULL DEFAULT now()
clinical,encounters,24,updated_at,timestamptz,no,now(),no,no,,updated_at timestamptz NOT NULL DEFAULT now()
clinical,encounters,25,row_version,bigint,no,1,no,no,,row_version bigint NOT NULL DEFAULT 1
clinical,encounters,26,"UNIQUE(tenant_id,source_kind,source_reference)",,yes,,no,yes,,"UNIQUE(tenant_id,source_kind,source_reference)"
clinical,encounters,27,"UNIQUE(tenant_id,id)",,yes,,no,yes,,"UNIQUE(tenant_id,id)"
clinical,encounter_status_history,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
clinical,encounter_status_history,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
clinical,encounter_status_history,3,encounter_id,uuid,no,,no,no,clinical.encounters(id),encounter_id uuid NOT NULL REFERENCES clinical.encounters(id) ON DELETE CASCADE
clinical,encounter_status_history,4,status,text,no,,no,no,,status text NOT NULL
clinical,encounter_status_history,5,starts_at,timestamptz,no,,no,no,,starts_at timestamptz NOT NULL
clinical,encounter_status_history,6,ends_at,timestamptz,yes,,no,no,,ends_at timestamptz
clinical,encounter_status_history,7,reason_code,text,yes,,no,no,,reason_code text
clinical,encounter_status_history,8,source_reference,text,yes,,no,no,,source_reference text
clinical,encounter_status_history,9,created_at,timestamptz,no,now(),no,no,,created_at timestamptz NOT NULL DEFAULT now()
clinical,acuity_assessments,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
clinical,acuity_assessments,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
clinical,acuity_assessments,3,encounter_id,uuid,no,,no,no,clinical.encounters(id),encounter_id uuid NOT NULL REFERENCES clinical.encounters(id) ON DELETE CASCADE
clinical,acuity_assessments,4,assessment_system,text,no,,no,no,,assessment_system text NOT NULL
clinical,acuity_assessments,5,acuity_level,text,no,,no,no,,acuity_level text NOT NULL
clinical,acuity_assessments,6,score,"numeric(10,4)",yes,,no,no,,"score numeric(10,4)"
clinical,acuity_assessments,7,assessed_at,timestamptz,no,,no,no,,assessed_at timestamptz NOT NULL
clinical,acuity_assessments,8,assessed_by_practitioner_id,uuid,yes,,no,no,workforce.practitioners(id),assessed_by_practitioner_id uuid REFERENCES workforce.practitioners(id)
clinical,acuity_assessments,9,factors,jsonb,no,'{}',no,no,,factors jsonb NOT NULL DEFAULT '{}'
clinical,acuity_assessments,10,source_kind,core.source_kind,no,'ehr',no,no,,source_kind core.source_kind NOT NULL DEFAULT 'ehr'
clinical,acuity_assessments,11,source_reference,text,yes,,no,no,,source_reference text
clinical,acuity_assessments,12,created_at,timestamptz,no,now(),no,no,,created_at timestamptz NOT NULL DEFAULT now()
clinical,triage_events,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
clinical,triage_events,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
clinical,triage_events,3,encounter_id,uuid,no,,no,no,clinical.encounters(id),encounter_id uuid NOT NULL REFERENCES clinical.encounters(id) ON DELETE CASCADE
clinical,triage_events,4,triage_category,text,no,,no,no,,triage_category text NOT NULL
clinical,triage_events,5,chief_complaint_encrypted,bytea,yes,,no,no,,chief_complaint_encrypted bytea
clinical,triage_events,6,triaged_at,timestamptz,no,,no,no,,triaged_at timestamptz NOT NULL
clinical,triage_events,7,triaged_by_practitioner_id,uuid,yes,,no,no,workforce.practitioners(id),triaged_by_practitioner_id uuid REFERENCES workforce.practitioners(id)
clinical,triage_events,8,red_flags,jsonb,no,'[]',no,no,,red_flags jsonb NOT NULL DEFAULT '[]'
clinical,triage_events,9,reassessment_due_at,timestamptz,yes,,no,no,,reassessment_due_at timestamptz
clinical,triage_events,10,source_reference,text,yes,,no,no,,source_reference text
clinical,triage_events,11,created_at,timestamptz,no,now(),no,no,,created_at timestamptz NOT NULL DEFAULT now()
clinical,diagnoses,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
clinical,diagnoses,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
clinical,diagnoses,3,encounter_id,uuid,no,,no,no,clinical.encounters(id),encounter_id uuid NOT NULL REFERENCES clinical.encounters(id) ON DELETE CASCADE
clinical,diagnoses,4,code_system_uri,text,no,,no,no,,code_system_uri text NOT NULL
clinical,diagnoses,5,code,text,no,,no,no,,code text NOT NULL
clinical,diagnoses,6,display,text,yes,,no,no,,display text
clinical,diagnoses,7,diagnosis_type,text,yes,,no,no,,diagnosis_type text
clinical,diagnoses,8,rank,integer,yes,,no,no,,rank integer
clinical,diagnoses,9,onset_at,timestamptz,yes,,no,no,,onset_at timestamptz
clinical,diagnoses,10,recorded_at,timestamptz,yes,,no,no,,recorded_at timestamptz
clinical,diagnoses,11,verification_status,text,yes,,no,no,,verification_status text
clinical,diagnoses,12,clinical_status,text,yes,,no,no,,clinical_status text
clinical,diagnoses,13,source_reference,text,yes,,no,no,,source_reference text
clinical,diagnoses,14,created_at,timestamptz,no,now(),no,no,,created_at timestamptz NOT NULL DEFAULT now()
clinical,patient_flags,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
clinical,patient_flags,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
clinical,patient_flags,3,patient_id,uuid,no,,no,no,clinical.patients(id),patient_id uuid NOT NULL REFERENCES clinical.patients(id) ON DELETE CASCADE
clinical,patient_flags,4,encounter_id,uuid,yes,,no,no,clinical.encounters(id),encounter_id uuid REFERENCES clinical.encounters(id) ON DELETE CASCADE
clinical,patient_flags,5,flag_code,text,no,,no,no,,flag_code text NOT NULL
clinical,patient_flags,6,category,text,no,,no,no,,category text NOT NULL
clinical,patient_flags,7,severity,core.severity_level,no,,no,no,,severity core.severity_level NOT NULL
